[[41642.605592203], [46.780598640441895], [6.661737442016602]]
[[41642.705593203], [46.78059959411621], [6.661739349365234]]
[[41642.805593203], [46.78059959411621], [6.661741256713867]]
[[41642.905594098], [46.78060054779053], [6.6617431640625]]
[[41643.005594098], [46.780601501464844], [6.661745071411133]]
[[41643.105589993], [46.78060245513916], [6.661746025085449]]
[[41643.205589993], [46.78060340881348], [6.661747932434082]]
[[41643.305590993], [46.78060436248779], [6.661749839782715]]
[[41643.405590887], [46.78060436248779], [6.661751747131348]]
[[41643.505591887], [46.78060531616211], [6.661752700805664]]
[[41643.605591781], [46.780606269836426], [6.661754608154297]]
[[41643.705592781], [46.780606269836426], [6.66175651550293]]
[[41643.805592781], [46.78060722351074], [6.6617584228515625]]
[[41643.905593676], [46.78060817718506], [6.661760330200195]]
[[41644.005594676], [46.780609130859375], [6.661762237548828]]
[[41644.105589571], [46.780609130859375], [6.6617631912231445]]
[[41644.205589571], [46.78061008453369], [6.661765098571777]]
[[41644.305590571], [46.78061103820801], [6.66176700592041]]
[[41644.405590465], [46.78061103820801], [6.661768913269043]]
[[41644.505591465], [46.78061103820801], [6.661770820617676]]
[[41644.605591359], [46.780611991882324], [6.661772727966309]]
[[41644.705592359], [46.780611991882324], [6.661774635314941]]
[[41644.805592359], [46.780611991882324], [6.661776542663574]]
[[41644.905593254], [46.780611991882324], [6.661779403686523]]
[[41645.005594254], [46.780611991882324], [6.661781311035156]]
[[41645.105589149], [46.780611991882324], [6.661783218383789]]
[[41645.205589149], [46.780611991882324], [6.661785125732422]]
[[41645.305590149], [46.780611991882324], [6.661787033081055]]
[[41645.405590043], [46.780611991882324], [6.6617889404296875]]
[[41645.505591043], [46.780611991882324], [6.66179084777832]]
[[41645.605590937], [46.780611991882324], [6.661792755126953]]
[[41645.705591937], [46.78061103820801], [6.661794662475586]]
[[41645.805591937], [46.78061103820801], [6.661796569824219]]
[[41645.905592831], [46.78061103820801], [6.661799430847168]]
[[41646.005593831], [46.78061008453369], [6.661801338195801]]
[[41646.105588727], [46.78061008453369], [6.661803245544434]]
[[41646.205588727], [46.78061008453369], [6.661805152893066]]
[[41646.305589727], [46.780609130859375], [6.661807060241699]]
[[41646.40558962], [46.780609130859375], [6.661808967590332]]
[[41646.50559062], [46.780609130859375], [6.661810874938965]]
[[41646.605590515], [46.780609130859375], [6.661811828613281]]
[[41646.705591515], [46.78060817718506], [6.6618146896362305]]
[[41646.805591515], [46.78060817718506], [6.661816596984863]]
[[41646.905592409], [46.78060722351074], [6.661818504333496]]
[[41647.005592409], [46.780606269836426], [6.661820411682129]]
[[41647.105588305], [46.78060531616211], [6.661821365356445]]
[[41647.205588305], [46.78060436248779], [6.661822319030762]]
[[41647.305589305], [46.78060340881348], [6.661823272705078]]
[[41647.405589199], [46.78060245513916], [6.6618242263793945]]
[[41647.505590199], [46.780601501464844], [6.6618242263793945]]
[[41647.605590093], [46.78060054779053], [6.661825180053711]]
[[41647.705591093], [46.78059959411621], [6.661825180053711]]
[[41647.805591093], [46.78059959411621], [6.661825180053711]]
[[41647.905591988], [46.78059959411621], [6.661825180053711]]
[[41648.005592988], [46.78059959411621], [6.661825180053711]]
[[41648.105587883], [46.780598640441895], [6.661826133728027]]
[[41648.205587883], [46.780598640441895], [6.661826133728027]]
[[41648.305588883], [46.780598640441895], [6.661826133728027]]
[[41648.405588777], [46.780598640441895], [6.661826133728027]]
[[41648.505589777], [46.780598640441895], [6.661826133728027]]
[[41648.605589671], [46.780598640441895], [6.661826133728027]]
[[41648.705590671], [46.780598640441895], [6.661826133728027]]
[[41648.805590671], [46.780598640441895], [6.661826133728027]]
[[41648.905591566], [46.780598640441895], [6.661826133728027]]
[[41649.005592566], [46.780598640441895], [6.661826133728027]]
[[41649.105587462], [46.780598640441895], [6.661826133728027]]
[[41649.205587462], [46.780598640441895], [6.661826133728027]]
[[41649.305588462], [46.780598640441895], [6.661826133728027]]
[[41649.405588355], [46.780598640441895], [6.661826133728027]]
[[41649.505589355], [46.780598640441895], [6.661826133728027]]
[[41649.60558925], [46.780598640441895], [6.661826133728027]]
[[41649.70559025], [46.780598640441895], [6.661826133728027]]
[[41649.80559025], [46.780598640441895], [6.661826133728027]]
[[41649.905591144], [46.780598640441895], [6.661826133728027]]
[[41650.005591144], [46.780598640441895], [6.661826133728027]]
[[41650.10558704], [46.780598640441895], [6.661826133728027]]
[[41650.20558704], [46.780598640441895], [6.661826133728027]]
[[41650.30558804], [46.780598640441895], [6.661826133728027]]
[[41650.405587933], [46.780598640441895], [6.661826133728027]]
[[41650.505588933], [46.780598640441895], [6.661826133728027]]
[[41650.605588828], [46.780598640441895], [6.661826133728027]]
[[41650.705589828], [46.780598640441895], [6.661826133728027]]
[[41650.805589828], [46.780598640441895], [6.661826133728027]]
[[41650.905590722], [46.780598640441895], [6.661826133728027]]
[[41651.005591722], [46.780598640441895], [6.661826133728027]]
[[41651.105586618], [46.780598640441895], [6.661826133728027]]
[[41651.205586618], [46.780598640441895], [6.661826133728027]]
[[41651.305587618], [46.780598640441895], [6.661826133728027]]
[[41651.405587512], [46.780598640441895], [6.661826133728027]]
[[41651.505588512], [46.780598640441895], [6.661826133728027]]
[[41651.605588406], [46.780598640441895], [6.661826133728027]]
[[41651.705589406], [46.780598640441895], [6.661826133728027]]
[[41651.805589406], [46.780598640441895], [6.661826133728027]]
[[41651.905590301], [46.780598640441895], [6.661826133728027]]
[[41652.005591301], [46.780598640441895], [6.661826133728027]]
[[41652.105586196], [46.780598640441895], [6.661826133728027]]
[[41652.205586196], [46.780598640441895], [6.661826133728027]]
[[41652.305587196], [46.780598640441895], [6.661826133728027]]
[[41652.40558709], [46.780598640441895], [6.661826133728027]]
[[41652.50558809], [46.780598640441895], [6.661826133728027]]
[[41652.605587985], [46.780598640441895], [6.661826133728027]]
[[41652.705588985], [46.780598640441895], [6.661826133728027]]
[[41652.805588985], [46.780598640441895], [6.661826133728027]]
[[41652.905589879], [46.780598640441895], [6.661826133728027]]
[[41653.005590879], [46.780598640441895], [6.661826133728027]]
[[41653.105585775], [46.780598640441895], [6.661826133728027]]
[[41653.205585775], [46.780598640441895], [6.661826133728027]]
[[41653.305586775], [46.780598640441895], [6.661826133728027]]
[[41653.405586669], [46.780598640441895], [6.661826133728027]]
[[41653.505587669], [46.780598640441895], [6.661826133728027]]
[[41653.605587563], [46.780598640441895], [6.661826133728027]]
[[41653.705588563], [46.780598640441895], [6.661826133728027]]
[[41653.805588563], [46.780598640441895], [6.661826133728027]]
[[41653.905589458], [46.780598640441895], [6.661826133728027]]
[[41654.005589458], [46.780598640441895], [6.661826133728027]]
[[41654.105585353], [46.780598640441895], [6.661826133728027]]
[[41654.205585353], [46.780598640441895], [6.661826133728027]]
[[41654.305586353], [46.780598640441895], [6.661826133728027]]
[[41654.405586247], [46.780598640441895], [6.661826133728027]]
[[41654.505587247], [46.780598640441895], [6.661826133728027]]
[[41654.605587142], [46.780598640441895], [6.661826133728027]]
[[41654.705588142], [46.780598640441895], [6.661826133728027]]
[[41654.805588142], [46.780598640441895], [6.661826133728027]]
[[41654.905589036], [46.780598640441895], [6.661826133728027]]
[[41655.005590036], [46.780598640441895], [6.661826133728027]]
[[41655.105584932], [46.780598640441895], [6.661826133728027]]
[[41655.205584932], [46.780598640441895], [6.661826133728027]]
[[41655.305585932], [46.780598640441895], [6.661826133728027]]
[[41655.405585826], [46.780598640441895], [6.661826133728027]]
[[41655.505586826], [46.780598640441895], [6.661826133728027]]
[[41655.60558672], [46.780598640441895], [6.661826133728027]]
[[41655.70558772], [46.780598640441895], [6.661826133728027]]
[[41655.80558772], [46.780598640441895], [6.661826133728027]]
[[41655.905588615], [46.780598640441895], [6.661826133728027]]
[[41656.005589615], [46.780598640441895], [6.661826133728027]]
[[41656.105584511], [46.780598640441895], [6.661826133728027]]
[[41656.205584511], [46.780598640441895], [6.661826133728027]]
[[41656.305585511], [46.780598640441895], [6.661826133728027]]
[[41656.405585404], [46.780598640441895], [6.661826133728027]]
[[41656.505586404], [46.780598640441895], [6.661827087402344]]
[[41656.605586299], [46.78059768676758], [6.66182804107666]]
[[41656.705587299], [46.78059768676758], [6.661828994750977]]
[[41656.805587299], [46.78059768676758], [6.661829948425293]]
[[41656.905588194], [46.78059673309326], [6.661831855773926]]
[[41657.005589194], [46.780595779418945], [6.661832809448242]]
[[41657.105584089], [46.78059482574463], [6.661833763122559]]
[[41657.205584089], [46.78059387207031], [6.661835670471191]]
[[41657.305585089], [46.780592918395996], [6.661836624145508]]
[[41657.405584983], [46.780592918395996], [6.661838531494141]]
[[41657.505585983], [46.78059196472168], [6.661840438842773]]
[[41657.605585878], [46.78059101104736], [6.66184139251709]]
[[41657.705586878], [46.78058910369873], [6.661843299865723]]
[[41657.805586878], [46.780588150024414], [6.661844253540039]]
[[41657.905587772], [46.7805871963501], [6.661846160888672]]
[[41658.005587772], [46.780585289001465], [6.661846160888672]]
[[41658.105583668], [46.78058433532715], [6.661847114562988]]
[[41658.205583668], [46.78058338165283], [6.661848068237305]]
[[41658.305584668], [46.7805814743042], [6.661848068237305]]
[[41658.405584562], [46.78058052062988], [6.661848068237305]]
[[41658.505585562], [46.780579566955566], [6.661849021911621]]
[[41658.605585456], [46.780577659606934], [6.661849021911621]]
[[41658.705586456], [46.78057670593262], [6.661848068237305]]
[[41658.805586456], [46.780574798583984], [6.661848068237305]]
[[41658.905587351], [46.78057289123535], [6.661848068237305]]
[[41659.005588351], [46.780571937561035], [6.661847114562988]]
[[41659.105583247], [46.7805700302124], [6.661846160888672]]
[[41659.205583247], [46.780569076538086], [6.6618452072143555]]
[[41659.305584247], [46.78056812286377], [6.661844253540039]]
[[41659.405584141], [46.78056716918945], [6.661843299865723]]
[[41659.505585141], [46.78056621551514], [6.661842346191406]]
[[41659.605585035], [46.78056526184082], [6.661840438842773]]
